Year,County,hospital,Surgery,# of Cases,LONGITUDE,LATITUDE
2015,Santa Barbara,Santa Barbara Cottage Hospital,Breast,102,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Colon,42,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Esophagus,4,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Liver,4,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Lung,25,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Pancreas,2,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Prostate,17,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Rectum,11,-119.72318,34.42943
2015,Santa Barbara,Santa Barbara Cottage Hospital,Stomach,2,-119.72318,34.42943
2021,Santa Barbara,Santa Barbara Cottage Hospital,Esophagus,11,-119.72317,34.42948
2017,Santa Barbara,Santa Barbara Cottage Hospital,Stomach,3,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Rectum,17,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Prostate,37,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Pancreas,5,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Lung,26,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Liver,4,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Colon,39,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Breast,62,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Brain,33,-119.72318,34.42943
2017,Santa Barbara,Santa Barbara Cottage Hospital,Bladder,2,-119.72318,34.42943
2021,Santa Barbara,Santa Barbara Cottage Hospital,Brain,20,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Breast,35,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Colon,49,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Liver,19,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Lung,30,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Pancreas,11,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Prostate,33,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Rectum,31,-119.72317,34.42948
2021,Santa Barbara,Santa Barbara Cottage Hospital,Stomach,9,-119.72317,34.42948
2020,Santa Clara,Regional Medical Center of San Jose,Breast,11,-121.84837,37.36332
2020,Santa Clara,Regional Medical Center of San Jose,Liver,1,-121.84837,37.36332
2020,Santa Clara,Regional Medical Center of San Jose,Lung,4,-121.84837,37.36332
2020,Santa Clara,Regional Medical Center of San Jose,Prostate,1,-121.84837,37.36332
2020,Santa Clara,Regional Medical Center of San Jose,Rectum,8,-121.84837,37.36332
2020,Santa Clara,Regional Medical Center of San Jose,Stomach,8,-121.84837,37.36332
2020,Santa Clara,Regional Medical Center of San Jose,Brain,2,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Stomach,3,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Rectum,12,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Prostate,2,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Lung,4,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Liver,4,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Colon,28,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Breast,33,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Brain,12,-121.84837,37.36332
2016,Santa Clara,Regional Medical Center of San Jose,Bladder,1,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Colon,22,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Brain,9,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Breast,47,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Liver,2,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Lung,5,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Prostate,2,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Stomach,2,-121.84837,37.36332
2014,Santa Clara,Regional Medical Center of San Jose,Rectum,5,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Stomach,10,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Lung,2,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Breast,7,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Colon,34,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Liver,3,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Pancreas,1,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Prostate,1,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Rectum,15,-121.84837,37.36332
2019,Santa Clara,Regional Medical Center of San Jose,Brain,5,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Brain,9,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Colon,29,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Liver,3,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Lung,7,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Prostate,2,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Rectum,5,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Stomach,7,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Pancreas,1,-121.84837,37.36332
2013,Santa Clara,Regional Medical Center of San Jose,Breast,48,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Rectum,9,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Stomach,5,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Prostate,2,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Colon,24,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Brain,14,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Breast,5,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Liver,2,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Lung,12,-121.84837,37.36332
2018,Santa Clara,Regional Medical Center of San Jose,Pancreas,2,-121.84837,37.36332
2020,Santa Clara,Regional Medical Center of San Jose,Colon,32,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Brain,2,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Colon,15,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Esophagus,1,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Lung,2,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Rectum,4,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Stomach,4,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Prostate,1,-121.84837,37.36332
2015,Santa Clara,Regional Medical Center of San Jose,Breast,34,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Prostate,2,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Stomach,6,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Rectum,13,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Prostate,3,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Lung,9,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Liver,2,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Colon,20,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Breast,26,-121.84837,37.36332
2017,Santa Clara,Regional Medical Center of San Jose,Brain,6,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Brain,2,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Bladder,1,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Breast,5,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Lung,6,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Pancreas,1,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Stomach,4,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Rectum,7,-121.84837,37.36332
2021,Santa Clara,Regional Medical Center of San Jose,Colon,18,-121.84837,37.36332
2021,Santa Clara,El Camino Health,Colon,60,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Brain,4,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Breast,197,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Colon,58,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Liver,1,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Lung,34,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Pancreas,8,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Prostate,119,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Rectum,18,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Stomach,5,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Stomach,9,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Rectum,14,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Prostate,83,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Pancreas,6,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Lung,27,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Liver,7,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Esophagus,1,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Colon,65,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Breast,115,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Brain,11,-122.07801,37.36779
2016,Santa Clara,El Camino Health,Bladder,9,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Bladder,5,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Brain,12,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Breast,119,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Colon,67,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Liver,6,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Lung,25,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Pancreas,4,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Prostate,43,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Rectum,18,-122.07801,37.36779
2014,Santa Clara,El Camino Health,Stomach,5,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Bladder,4,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Brain,14,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Bladder,12,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Brain,8,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Breast,195,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Colon,69,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Esophagus,1,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Liver,7,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Lung,41,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Pancreas,6,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Breast,115,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Prostate,127,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Rectum,33,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Colon,66,-122.07801,37.36779
2019,Santa Clara,El Camino Health,Stomach,8,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Liver,13,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Lung,23,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Pancreas,15,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Prostate,58,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Rectum,17,-122.07801,37.36779
2013,Santa Clara,El Camino Health,Stomach,9,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Bladder,4,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Brain,9,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Breast,167,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Colon,76,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Liver,6,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Lung,29,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Pancreas,6,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Prostate,116,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Rectum,14,-122.07801,37.36779
2018,Santa Clara,El Camino Health,Stomach,8,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Bladder,4,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Brain,8,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Breast,84,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Colon,48,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Esophagus,1,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Liver,3,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Lung,30,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Pancreas,7,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Prostate,53,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Rectum,11,-122.07801,37.36779
2015,Santa Clara,El Camino Health,Stomach,4,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Bladder,15,-122.07801,37.36779
2020,Santa Clara,El Camino Health,Esophagus,2,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Stomach,5,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Rectum,13,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Prostate,101,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Pancreas,7,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Lung,37,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Liver,7,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Colon,66,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Breast,131,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Brain,9,-122.07801,37.36779
2017,Santa Clara,El Camino Health,Bladder,6,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Bladder,19,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Brain,9,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Breast,245,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Liver,7,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Lung,45,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Pancreas,7,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Prostate,77,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Rectum,19,-122.07801,37.36779
2021,Santa Clara,El Camino Health,Stomach,13,-122.07801,37.36779
2021,Santa Clara,Good Samaritan Hospital – San Jose,Lung,4,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Breast,122,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Brain,13,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Colon,48,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Liver,8,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Lung,21,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,5,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,1,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,15,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,2,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,2,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,17,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,3,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,6,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Lung,27,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Liver,2,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Esophagus,1,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Colon,47,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Breast,177,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Brain,19,-121.9449,37.25116
2016,Santa Clara,Good Samaritan Hospital – San Jose,Bladder,1,-121.9449,37.25116
2020,Santa Clara,Good Samaritan Hospital – San Jose,Breast,125,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Bladder,1,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Brain,20,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Breast,167,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Colon,45,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Liver,3,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Lung,22,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,1,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,20,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,8,-121.9449,37.25116
2014,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,2,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Brain,21,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Breast,174,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Colon,44,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Esophagus,1,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Liver,2,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Lung,11,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,1,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,36,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,12,-121.9449,37.25116
2013,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,5,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Bladder,1,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Brain,21,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Breast,177,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Colon,61,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Esophagus,3,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Liver,6,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Lung,15,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,3,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,4,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,10,-121.9449,37.25116
2019,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,2,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Bladder,1,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Brain,18,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Breast,182,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Colon,50,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Esophagus,1,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Liver,2,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Lung,14,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,4,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,6,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,15,-121.9449,37.25116
2018,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,2,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Brain,6,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Breast,139,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Colon,33,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Esophagus,4,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Liver,3,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Lung,16,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,1,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,17,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,7,-121.9449,37.25116
2015,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,4,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,3,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,16,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,30,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,9,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Lung,25,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Liver,5,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Colon,61,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Breast,179,-121.9449,37.25116
2017,Santa Clara,Good Samaritan Hospital – San Jose,Brain,17,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Bladder,1,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Brain,14,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Colon,47,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Esophagus,2,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Liver,3,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Pancreas,4,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Prostate,2,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Rectum,8,-121.9449,37.25116
2021,Santa Clara,Good Samaritan Hospital – San Jose,Stomach,5,-121.9449,37.25116
2020,Santa Clara,O'Connor Hospital,Breast,16,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Bladder,1,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Brain,10,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Colon,12,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Liver,1,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Lung,7,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Pancreas,3,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Rectum,7,-121.93727,37.32714
2020,Santa Clara,O'Connor Hospital,Stomach,5,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Stomach,6,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Rectum,7,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Pancreas,6,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Lung,20,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Liver,6,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Colon,20,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Breast,73,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Brain,3,-121.93727,37.32714
2016,Santa Clara,O'Connor Hospital,Bladder,1,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Brain,8,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Breast,61,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Colon,33,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Esophagus,1,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Liver,4,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Lung,37,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Pancreas,6,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Prostate,1,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Stomach,8,-121.93727,37.32714
2014,Santa Clara,O'Connor Hospital,Rectum,11,-121.93727,37.32714
2021,Santa Clara,O'Connor Hospital,Colon,21,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Bladder,1,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Brain,7,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Breast,88,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Colon,41,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Esophagus,1,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Liver,2,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Lung,17,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Rectum,11,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Stomach,7,-121.93727,37.32714
2013,Santa Clara,O'Connor Hospital,Pancreas,5,-121.93727,37.32714
2019,Santa Clara,O'Connor Hospital,Brain,12,-121.93727,37.32714
2019,Santa Clara,O'Connor Hospital,Breast,27,-121.93727,37.32714
2019,Santa Clara,O'Connor Hospital,Colon,13,-121.93727,37.32714
2019,Santa Clara,O'Connor Hospital,Esophagus,1,-121.93727,37.32714
2019,Santa Clara,O'Connor Hospital,Lung,9,-121.93727,37.32714
2019,Santa Clara,O'Connor Hospital,Rectum,5,-121.93727,37.32714
2019,Santa Clara,O'Connor Hospital,Stomach,1,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Rectum,13,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Brain,16,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Breast,46,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Colon,26,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Esophagus,1,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Lung,17,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Pancreas,2,-121.93727,37.32714
2018,Santa Clara,O'Connor Hospital,Stomach,5,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Bladder,1,-121.93727,37.32714
